"","Date","hour","MeterID","MonthRead","count","fd"
"80","2017-11-03",4,1030664,14,1440,"1"
"81","2017-11-03",5,1030664,20,1440,"2"
"82","2017-11-03",6,1030664,50,1440,"5"
"83","2017-11-03",7,1030664,23,1440,"2"
"84","2017-11-03",8,1030664,32,1440,"3"
"85","2017-11-03",9,1030664,39,1440,"3"
"86","2017-11-03",10,1030664,43,1440,"4"
"87","2017-11-03",11,1030664,41,1440,"4"
"88","2017-11-03",12,1030664,38,1440,"3"
"89","2017-11-04",1,1030664,1,1440,"1"
"90","2017-11-04",4,1030664,2,1440,"2"
"91","2017-11-04",5,1030664,7,1440,"7"
"92","2017-11-04",6,1030664,26,1440,"2"
"93","2017-11-04",7,1030664,21,1440,"2"
"94","2017-11-04",8,1030664,4,1440,"4"
"95","2017-11-04",9,1030664,9,1440,"9"
"96","2017-11-04",10,1030664,35,1440,"3"
"97","2017-11-04",11,1030664,1,1440,"1"
"98","2017-11-05",3,1030664,3,1440,"3"
"99","2017-11-05",4,1030664,6,1440,"6"
"100","2017-11-05",5,1030664,8,1440,"8"
"101","2017-11-05",6,1030664,1,1440,"1"
"102","2017-11-05",8,1030664,1,1440,"1"
"103","2017-11-05",9,1030664,2,1440,"2"
"104","2017-11-05",10,1030664,1,1440,"1"
"105","2017-11-06",1,1030664,27,1440,"2"
"106","2017-11-06",2,1030664,44,1440,"4"
"107","2017-11-06",3,1030664,35,1440,"3"
"108","2017-11-06",4,1030664,19,1440,"1"
"109","2017-11-06",5,1030664,5,1440,"5"
"110","2017-11-06",6,1030664,62,1440,"6"
"111","2017-11-06",7,1030664,47,1440,"4"
"112","2017-11-06",8,1030664,45,1440,"4"
"113","2017-11-06",9,1030664,59,1440,"5"
"114","2017-11-06",10,1030664,109,1440,"1"
"115","2017-11-06",11,1030664,44,1440,"4"
"116","2017-11-06",12,1030664,42,1440,"4"
"117","2017-11-07",1,1030664,43,1440,"4"
"118","2017-11-07",2,1030664,33,1440,"3"
"119","2017-11-07",3,1030664,30,1440,"3"
"120","2017-11-07",4,1030664,22,1440,"2"
"121","2017-11-07",5,1030664,23,1440,"2"
"122","2017-11-07",6,1030664,47,1440,"4"
"123","2017-11-07",7,1030664,20,1440,"2"
"124","2017-11-07",8,1030664,35,1440,"3"
"125","2017-11-07",9,1030664,53,1440,"5"
"126","2017-11-07",10,1030664,43,1440,"4"
"127","2017-11-07",11,1030664,44,1440,"4"
"128","2017-11-07",12,1030664,45,1440,"4"
"129","2017-11-08",1,1030664,54,1440,"5"
"130","2017-11-08",2,1030664,33,1440,"3"
"131","2017-11-08",3,1030664,33,1440,"3"
"132","2017-11-08",4,1030664,38,1440,"3"
"133","2017-11-08",5,1030664,1,1440,"1"
"134","2017-11-08",6,1030664,49,1440,"4"
"135","2017-11-08",7,1030664,41,1440,"4"
"136","2017-11-08",8,1030664,72,1440,"7"
"137","2017-11-08",9,1030664,78,1440,"7"
"138","2017-11-08",10,1030664,62,1440,"6"
"139","2017-11-08",11,1030664,38,1440,"3"
"140","2017-11-08",12,1030664,50,1440,"5"
"141","2017-11-09",1,1030664,31,1440,"3"
"142","2017-11-09",2,1030664,36,1440,"3"
"143","2017-11-09",3,1030664,24,1440,"2"
"144","2017-11-09",4,1030664,18,1440,"1"
"145","2017-11-09",5,1030664,4,1440,"4"
"146","2017-11-09",6,1030664,69,1440,"6"
"147","2017-11-09",7,1030664,47,1440,"4"
"148","2017-11-09",8,1030664,37,1440,"3"
"149","2017-11-09",9,1030664,48,1440,"4"
"150","2017-11-09",10,1030664,42,1440,"4"
"151","2017-11-09",11,1030664,38,1440,"3"
"152","2017-11-09",12,1030664,38,1440,"3"
"153","2017-11-10",1,1030664,26,1440,"2"
"154","2017-11-10",2,1030664,46,1440,"4"
"155","2017-11-10",3,1030664,46,1440,"4"
"156","2017-11-10",4,1030664,20,1440,"2"
"157","2017-11-10",5,1030664,9,1440,"9"
"158","2017-11-10",6,1030664,7,1440,"7"
"159","2017-11-10",7,1030664,55,1440,"5"
"160","2017-11-10",8,1030664,62,1440,"6"
"161","2017-11-10",9,1030664,48,1440,"4"
"162","2017-11-10",10,1030664,49,1440,"4"
"163","2017-11-10",11,1030664,33,1440,"3"
"164","2017-11-10",12,1030664,47,1440,"4"
"165","2017-11-11",1,1030664,1,1440,"1"
"166","2017-11-11",3,1030664,1,1440,"1"
"167","2017-11-11",6,1030664,2,1440,"2"
"168","2017-11-11",7,1030664,10,1440,"1"
"169","2017-11-11",8,1030664,11,1440,"1"
"170","2017-11-11",9,1030664,7,1440,"7"
"171","2017-11-11",10,1030664,3,1440,"3"
"172","2017-11-12",3,1030664,1,1440,"1"
"173","2017-11-12",6,1030664,2,1440,"2"
"174","2017-11-12",7,1030664,9,1440,"9"
"175","2017-11-12",8,1030664,11,1440,"1"
"176","2017-11-12",9,1030664,2,1440,"2"
"177","2017-11-13",1,1030664,32,1440,"3"
"178","2017-11-13",2,1030664,33,1440,"3"
"179","2017-11-13",3,1030664,39,1440,"3"
"180","2017-11-13",4,1030664,23,1440,"2"
"181","2017-11-13",5,1030664,13,1440,"1"
"182","2017-11-13",6,1030664,36,1440,"3"
"183","2017-11-13",7,1030664,43,1440,"4"
"184","2017-11-13",8,1030664,43,1440,"4"
"185","2017-11-13",9,1030664,58,1440,"5"
"186","2017-11-13",10,1030664,42,1440,"4"
"187","2017-11-13",11,1030664,45,1440,"4"
"188","2017-11-13",12,1030664,36,1440,"3"
"189","2017-11-14",1,1030664,52,1440,"5"
"190","2017-11-14",2,1030664,29,1440,"2"
"191","2017-11-14",3,1030664,31,1440,"3"
"192","2017-11-14",4,1030664,24,1440,"2"
"193","2017-11-14",5,1030664,8,1440,"8"
"194","2017-11-14",6,1030664,31,1440,"3"
"195","2017-11-14",7,1030664,52,1440,"5"
"196","2017-11-14",8,1030664,40,1440,"4"
"197","2017-11-14",9,1030664,59,1440,"5"
"198","2017-11-14",10,1030664,34,1440,"3"
"199","2017-11-14",11,1030664,33,1440,"3"
"200","2017-11-14",12,1030664,52,1440,"5"
"201","2017-11-15",1,1030664,36,1440,"3"
"202","2017-11-15",2,1030664,29,1440,"2"
"203","2017-11-15",3,1030664,27,1440,"2"
"204","2017-11-15",4,1030664,16,1440,"1"
"205","2017-11-15",5,1030664,8,1440,"8"
"206","2017-11-15",6,1030664,47,1440,"4"
"207","2017-11-15",7,1030664,44,1440,"4"
"208","2017-11-15",8,1030664,39,1440,"3"
"209","2017-11-15",9,1030664,40,1440,"4"
"210","2017-11-15",10,1030664,35,1440,"3"
"211","2017-11-15",11,1030664,39,1440,"3"
"212","2017-11-15",12,1030664,49,1440,"4"
"213","2017-11-16",1,1030664,44,1440,"4"
"214","2017-11-16",2,1030664,53,1440,"5"
"215","2017-11-16",3,1030664,39,1440,"3"
"216","2017-11-16",4,1030664,19,1440,"1"
"217","2017-11-16",5,1030664,12,1440,"1"
"218","2017-11-16",6,1030664,16,1440,"1"
"219","2017-11-16",7,1030664,200,1440,"2"
"220","2017-11-16",8,1030664,1397,1440,"1"
"221","2017-11-16",9,1030664,1376,1440,"1"
"222","2017-11-16",10,1030664,1376,1440,"1"
"223","2017-11-16",11,1030664,1381,1440,"1"
"224","2017-11-16",12,1030664,40,1440,"4"
"225","2017-11-17",1,1030664,1374,1440,"1"
"226","2017-11-17",2,1030664,1383,1440,"1"
"227","2017-11-17",3,1030664,1380,1440,"1"
"228","2017-11-17",4,1030664,1360,1440,"1"
"229","2017-11-17",5,1030664,1159,1440,"1"
"230","2017-11-17",6,1030664,22,1440,"2"
"231","2017-11-17",7,1030664,26,1440,"2"
"232","2017-11-17",8,1030664,40,1440,"4"
"233","2017-11-17",9,1030664,47,1440,"4"
"234","2017-11-17",10,1030664,28,1440,"2"
"235","2017-11-17",11,1030664,67,1440,"6"
"236","2017-11-17",12,1030664,1385,1440,"1"
"237","2017-11-18",1,1030664,1,1440,"1"
"238","2017-11-18",3,1030664,4,1440,"4"
"239","2017-11-18",4,1030664,3,1440,"3"
"240","2017-11-18",5,1030664,2,1440,"2"
"241","2017-11-18",6,1030664,3,1440,"3"
"242","2017-11-18",7,1030664,11,1440,"1"
"243","2017-11-18",8,1030664,11,1440,"1"
"244","2017-11-18",9,1030664,19,1440,"1"
"245","2017-11-18",10,1030664,10,1440,"1"
"246","2017-11-18",11,1030664,2,1440,"2"
"247","2017-11-18",12,1030664,1,1440,"1"
"248","2017-11-19",1,1030664,1,1440,"1"
"249","2017-11-19",3,1030664,5,1440,"5"
"250","2017-11-19",4,1030664,18,1440,"1"
"251","2017-11-19",5,1030664,1,1440,"1"
"252","2017-11-19",6,1030664,1,1440,"1"
"253","2017-11-19",9,1030664,2,1440,"2"
"254","2017-11-19",10,1030664,7,1440,"7"
"255","2017-11-19",11,1030664,1,1440,"1"
"256","2017-11-19",12,1030664,4,1440,"4"
"257","2017-11-20",1,1030664,42,1440,"4"
"258","2017-11-20",2,1030664,30,1440,"3"
"259","2017-11-20",3,1030664,42,1440,"4"
"260","2017-11-20",4,1030664,14,1440,"1"
"261","2017-11-20",5,1030664,8,1440,"8"
"262","2017-11-20",6,1030664,42,1440,"4"
"263","2017-11-20",7,1030664,63,1440,"6"
"264","2017-11-20",8,1030664,20,1440,"2"
"265","2017-11-20",9,1030664,55,1440,"5"
"266","2017-11-20",10,1030664,51,1440,"5"
"267","2017-11-20",11,1030664,37,1440,"3"
"268","2017-11-20",12,1030664,44,1440,"4"
"269","2017-11-21",1,1030664,58,1440,"5"
"270","2017-11-21",2,1030664,32,1440,"3"
"271","2017-11-21",3,1030664,33,1440,"3"
"272","2017-11-21",4,1030664,46,1440,"4"
"273","2017-11-21",5,1030664,2,1440,"2"
"274","2017-11-21",6,1030664,7,1440,"7"
"275","2017-11-21",7,1030664,82,1440,"8"
"276","2017-11-21",8,1030664,24,1440,"2"
"277","2017-11-21",9,1030664,44,1440,"4"
"278","2017-11-21",10,1030664,56,1440,"5"
"279","2017-11-21",11,1030664,33,1440,"3"
"280","2017-11-21",12,1030664,59,1440,"5"
"281","2017-11-22",1,1030664,46,1440,"4"
"282","2017-11-22",2,1030664,37,1440,"3"
"283","2017-11-22",3,1030664,27,1440,"2"
"284","2017-11-22",4,1030664,29,1440,"2"
"285","2017-11-22",5,1030664,4,1440,"4"
"286","2017-11-22",6,1030664,26,1440,"2"
"287","2017-11-22",7,1030664,22,1440,"2"
"288","2017-11-22",8,1030664,40,1440,"4"
"289","2017-11-22",9,1030664,50,1440,"5"
"290","2017-11-22",10,1030664,45,1440,"4"
"291","2017-11-22",11,1030664,38,1440,"3"
"292","2017-11-22",12,1030664,31,1440,"3"
"293","2017-11-23",2,1030664,1,1440,"1"
"294","2017-11-23",3,1030664,6,1440,"6"
"295","2017-11-23",4,1030664,10,1440,"1"
"296","2017-11-23",5,1030664,2,1440,"2"
"297","2017-11-23",11,1030664,1,1440,"1"
"298","2017-11-23",12,1030664,2,1440,"2"
"299","2017-11-24",1,1030664,3,1440,"3"
"300","2017-11-24",2,1030664,9,1440,"9"
"301","2017-11-24",3,1030664,7,1440,"7"
"302","2017-11-24",4,1030664,6,1440,"6"
"303","2017-11-24",5,1030664,2,1440,"2"
"304","2017-11-24",7,1030664,1,1440,"1"
"305","2017-11-24",11,1030664,2,1440,"2"
"306","2017-11-24",12,1030664,3,1440,"3"
"307","2017-11-25",1,1030664,2,1440,"2"
"308","2017-11-25",2,1030664,27,1440,"2"
"309","2017-11-25",3,1030664,9,1440,"9"
"310","2017-11-25",4,1030664,2,1440,"2"
"311","2017-11-25",7,1030664,1,1440,"1"
"312","2017-11-25",9,1030664,8,1440,"8"
"313","2017-11-25",10,1030664,5,1440,"5"
"314","2017-11-25",11,1030664,2,1440,"2"
"315","2017-11-25",12,1030664,2,1440,"2"
"316","2017-11-26",2,1030664,12,1220,"1"
"317","2017-11-26",12,1030664,1,1440,"1"
